0		0.649692		-139.55		0		0.0114592		180		4.81554e-17		5.16655e-17		3.43872e-17		3.43619e-17		-7.76298
0.032		0.65701		-139.658		0		0.0114592		180		1.81463e-16		3.83361e-17		3.39425e-17		3.72718e-17		-7.76298
0.064		1.35038		-139.727		-0.040107		0.126051		179.995		61.1221		53.776		48.8885		42.8543		-7.76292
0.096		1.61755		-139.744		-0.0630254		0.171887		180		10.658		2.97324		4.1976		0.019338		-7.76289
0.128		1.71597		-139.75		-0.0630254		0.194806		180		23.925		19.5378		18.3772		13.7622		-7.76283
0.16		1.78729		-139.75		-0.0630254		0.211994		180		23.7175		19.9628		19.0442		15.184		-7.76279
0.192		1.81481		-139.75		-0.0630254		0.217724		180		23.495		20.0096		19.0723		15.4455		-7.76275
0.224		1.83849		-139.75		-0.0630254		0.223454		180		23.4029		20.0573		19.0562		15.5502		-7.76273
0.256		1.84227		-139.75		-0.0630254		0.223454		180		23.3615		20.0957		19.0455		15.6007		-7.76271
0.288		1.86612		-139.75		-0.0630254		0.229183		180		23.3446		20.1207		19.0402		15.6285		-7.7627
0.32		1.86602		-139.75		-0.0630254		0.229183		180		23.3386		20.1374		19.0389		15.6444		-7.76269
0.352		1.86595		-139.75		-0.0630254		0.229183		180		23.3361		20.1499		19.041		15.6526		-7.76269
0.384		1.8659		-139.75		-0.0630254		0.229183		180		23.3381		20.1569		19.0421		15.659		-7.76268
0.416		1.86987		-139.75		-0.0630254		0.229183		180		23.3387		20.1637		19.0451		15.6619		-7.76268
0.448		1.86985		-139.75		-0.0630254		0.229183		180		23.3418		20.1668		19.0462		15.6652		-7.76267
0.48		1.86984		-139.75		-0.0630254		0.229183		180		23.3424		20.171		19.0488		15.6663		-7.76267
0.512		1.86983		-139.75		-0.0630254		0.229183		180		23.3448		20.1727		19.0497		15.6681		-7.76267
0.544		1.86982		-139.75		-0.0630254		0.229183		180		23.3458		20.1746		19.0511		15.6692		-7.76267
0.576		1.88981		-139.75		-0.0630254		0.234913		180		23.3475		20.1756		19.0515		15.6705		-7.76267
0.608		1.88981		-139.75		-0.0630254		0.234913		180		23.3477		20.1772		19.053		15.6706		-7.76266
0.64		1.88981		-139.75		-0.0630254		0.234913		180		23.3491		20.1775		19.0528		15.6718		-7.76266
0.672		1.88981		-139.75		-0.0630254		0.234913		180		23.3496		20.1781		19.0535		15.6722		-7.76266
0.704		1.88981		-139.75		-0.0630254		0.234913		180		23.3492		20.1795		19.0544		15.672		-7.76266
0.736		1.88981		-139.75		-0.0630254		0.234913		180		23.3504		20.1792		19.0542		15.6728		-7.76266
0.768		1.8898		-139.75		-0.0630254		0.234913		180		23.3504		20.1796		19.0547		15.673		-7.76266
0.8		1.8898		-139.75		-0.0630254		0.234913		180		23.351		20.1798		19.0545		15.6733		-7.76266
0.832		1.8898		-139.75		-0.0630254		0.234913		180		23.3509		20.18		19.0549		15.6734		-7.76266
0.864		1.8898		-139.75		-0.0630254		0.234913		180		23.3514		20.18		19.0547		15.6737		-7.76266
0.896		1.8898		-139.75		-0.0630254		0.234913		180		23.3512		20.1802		19.0551		15.6737		-7.76266
0.928		1.8898		-139.75		-0.0630254		0.234913		180		23.3517		20.1802		19.0548		15.674		-7.76266
0.96		1.8898		-139.75		-0.0630254		0.234913		180		23.351		20.1808		19.0556		15.6736		-7.76266
0.992		1.8898		-139.75		-0.0630254		0.234913		180		23.3523		20.1798		19.0545		15.6745		-7.76266
1.024		1.8898		-139.75		-0.0630254		0.234913		180		23.3519		20.1803		19.055		15.6743		-7.76266
1.056		1.8898		-139.75		-0.0630254		0.234913		180		23.3519		20.1803		19.055		15.6743		-7.76266
1.088		1.8898		-139.75		-0.0630254		0.234913		180		23.3521		20.1803		19.055		15.6744		-7.76266
1.12		1.8898		-139.75		-0.0630254		0.234913		180		23.352		20.1803		19.0549		15.6745		-7.76266
1.152		1.8898		-139.75		-0.0630254		0.234913		180		23.3525		20.1805		19.0552		15.6748		-7.76266
1.184		1.8898		-139.75		-0.0630254		0.234913		180		23.352		20.1809		19.0556		15.6744		-7.76266
1.216		1.8898		-139.75		-0.0630254		0.234913		180		23.3529		20.1799		19.0548		15.6752		-7.76266
1.248		1.8898		-139.75		-0.0630254		0.234913		180		23.352		20.1808		19.0554		15.6745		-7.76266
1.28		1.8898		-139.75		-0.0630254		0.234913		180		23.3529		20.1797		19.0546		15.6753		-7.76266
1.312		1.8898		-139.75		-0.0630254		0.234913		180		23.352		20.1806		19.0553		15.6745		-7.76266
1.344		1.8898		-139.75		-0.0630254		0.234913		180		23.353		20.1796		19.0545		15.6753		-7.76266
1.376		1.8898		-139.75		-0.0630254		0.234913		180		23.3524		20.1802		19.055		15.6747		-7.76266
1.408		1.8898		-139.75		-0.0630254		0.234913		180		23.3523		20.1802		19.0549		15.6749		-7.76266
1.44		1.8898		-139.75		-0.0630254		0.234913		180		23.3528		20.1797		19.0546		15.6752		-7.76266
1.472		1.8898		-139.75		-0.0630254		0.234913		180		23.3524		20.1801		19.0548		15.6749		-7.76266
1.504		1.8898		-139.75		-0.0630254		0.234913		180		23.3529		20.1796		19.0545		15.6752		-7.76266
1.536		1.8898		-139.75		-0.0630254		0.234913		180		23.3525		20.18		19.0547		15.675		-7.76266
1.568		1.8898		-139.75		-0.0630254		0.234913		180		23.353		20.1795		19.0544		15.6753		-7.76266
1.6		1.8898		-139.75		-0.0630254		0.234913		180		23.3525		20.1799		19.0546		15.6751		-7.76266
1.632		1.8898		-139.75		-0.0630254		0.234913		180		23.3526		20.1799		19.0547		15.675		-7.76266
1.664		1.8898		-139.75		-0.0630254		0.234913		180		23.353		20.1794		19.0541		15.6756		-7.76266
1.696		1.8898		-139.75		-0.0630254		0.234913		180		23.3527		20.1798		19.0546		15.6751		-7.76266
1.728		1.8898		-139.75		-0.0630254		0.234913		180		23.3538		20.1787		19.0535		15.6762		-7.76266
1.76		1.8898		-139.75		-0.0630254		0.234913		180		23.3522		20.1802		19.0549		15.6748		-7.76266
1.792		1.8898		-139.75		-0.0630254		0.234913		180		23.3538		20.1786		19.0534		15.6763		-7.76266
