0		10.7243		40.342		0		-0.0114592		-0		1.76743e-16		1.48045e-16		1.57747e-17		3.07597e-17		-3.20421
0.032		nan		nan		0		-0.0114592		-0		0		0		3.31464e-17		2.36584e-17		-3.20421
0.064		11.9632		40.2388		-0.0630254		0.0859437		-0		61.2543		51.1106		49.3928		44.9144		-3.20434
0.096		12.2212		40.2274		-0.0802141		0.13751		-0		16.2593		9.27641		6.29016		0.0216399		-3.20434
0.128		12.3349		40.2274		-0.0802141		0.166158		-0		26.8932		22.0623		20.2611		14.8931		-3.20436
0.16		12.425		40.2331		-0.0802141		0.189076		-0		26.7218		22.3064		21.21		16.4696		-3.20438
0.192		12.4923		40.2331		-0.0802141		0.206265		-0		26.604		22.1903		21.2593		15.5146		-3.20438
0.224		12.4952		40.2388		-0.0744845		0.211994		-0		24.7575		20.0195		19.1651		15.3338		-3.20439
0.256		12.5387		40.2388		-0.0744845		0.223454		-0		23.3969		19.9812		18.9769		15.4388		-3.20441
0.288		12.5221		40.2446		-0.0687549		0.223454		-0		23.299		19.9976		18.9903		15.556		-3.20442
0.32		12.5419		40.2446		-0.0687549		0.229183		-0		23.2891		20.032		18.9947		15.6082		-3.20442
0.352		12.5418		40.2446		-0.0687549		0.229183		-0		23.2967		20.0612		18.9966		15.6367		-3.20443
0.384		12.5417		40.2446		-0.0687549		0.229183		-0		23.3079		20.0841		19.0004		15.6531		-3.20443
0.416		12.5456		40.2446		-0.0687549		0.229183		-0		23.3202		20.1		19.0035		15.6652		-3.20443
0.448		12.5456		40.2446		-0.0687549		0.229183		-0		23.329		20.1141		19.0092		15.6714		-3.20444
0.48		12.5251		40.2503		-0.0630254		0.229183		-0		23.3389		20.1228		19.0121		15.6778		-3.20444
0.512		12.5251		40.2503		-0.0630254		0.229183		-0		23.3454		20.1307		19.0164		15.6812		-3.20444
0.544		12.5251		40.2503		-0.0630254		0.229183		-0		23.3517		20.1362		19.019		15.6847		-3.20444
0.576		12.5251		40.2503		-0.0630254		0.229183		-0		23.3564		20.1407		19.0216		15.6871		-3.20444
0.608		12.5251		40.2503		-0.0630254		0.229183		-0		23.3603		20.1442		19.0237		15.689		-3.20444
