0		8.11872		40.342		1.74042e-16		1.45478e-16		1.991e-17		2.91155e-17
0.032		nan		nan		1.21742e-16		0		5.98178e-17		3.04983e-16
0.064		8.81124		40.2388		61.2543		51.1107		49.3928		44.9145
0.096		8.81654		40.2274		16.2593		9.27642		6.29017		0.0216547
0.128		8.81802		40.2274		26.8932		22.0623		20.2612		14.8931
0.16		8.81888		40.2331		26.7218		22.3065		21.21		16.4696
0.192		8.82009		40.2331		26.604		22.1903		21.2593		15.5146
0.224		8.81955		40.2388		24.7575		20.0195		19.1651		15.3338
0.256		8.82027		40.2388		23.397		19.9812		18.9769		15.4388
0.288		8.81955		40.2446		23.299		19.9977		18.9903		15.556
0.32		8.81991		40.2446		23.2891		20.032		18.9947		15.6082
0.352		8.81988		40.2446		23.2967		20.0613		18.9966		15.6367
0.384		8.81986		40.2446		23.3079		20.0841		19.0004		15.6531
0.416		8.81985		40.2446		23.3202		20.1001		19.0035		15.6652
0.448		8.81984		40.2446		23.329		20.1141		19.0092		15.6714
0.48		8.81903		40.2503		23.3389		20.1228		19.0121		15.6778
0.512		8.81902		40.2503		23.3455		20.1307		19.0164		15.6812
0.544		8.81902		40.2503		23.3517		20.1362		19.019		15.6847
0.576		8.81902		40.2503		23.3564		20.1407		19.0216		15.6871
0.608		8.81902		40.2503		23.3603		20.1442		19.0237		15.689
0.64		8.81902		40.2503		23.3633		20.1469		19.0254		15.6906
0.672		8.81942		40.2503		23.3658		20.1491		19.0268		15.6918
0.704		8.81942		40.2503		23.3671		20.1513		19.0283		15.6924
0.736		8.81942		40.2503		23.3696		20.1517		19.0285		15.694
0.768		8.81942		40.2503		23.3707		20.153		19.0291		15.6947
0.8		8.81942		40.2503		23.371		20.1544		19.0305		15.6946
0.832		8.81942		40.2503		23.3725		20.1545		19.0301		15.6957
0.864		8.81942		40.2503		23.3724		20.1556		19.0313		15.6954
0.896		8.81942		40.2503		23.3736		20.1554		19.0308		15.6963
0.928		8.81942		40.2503		23.3728		20.1568		19.0322		15.6955
0.96		8.81942		40.2503		23.3747		20.1556		19.0309		15.6971
0.992		8.81942		40.2503		23.3734		20.1573		19.0325		15.6959
1.024		8.81942		40.2503		23.3751		20.1559		19.0311		15.6974
1.056		8.81942		40.2503		23.3738		20.1576		19.0327		15.6962
1.088		8.81942		40.2503		23.3751		20.1565		19.0317		15.6973
1.12		8.81942		40.2503		23.3749		20.1569		19.0318		15.6972
1.152		8.81942		40.2503		23.3743		20.1575		19.0326		15.6966
1.184		8.81942		40.2503		23.3756		20.1565		19.0316		15.6976
1.216		8.81942		40.2503		23.3744		20.1576		19.0326		15.6968
1.248		8.81942		40.2503		23.3759		20.1563		19.0314		15.698
1.28		8.81942		40.2503		23.3744		20.1578		19.0328		15.6966
1.312		8.81942		40.2503		23.3764		20.1567		19.0317		15.6985
1.344		8.81942		40.2503		23.3748		20.1581		19.0331		15.697
1.376		8.81942		40.2503		23.3759		20.157		19.032		15.698
1.408		8.81942		40.2503		23.3751		20.1576		19.0327		15.6973
1.44		8.81942		40.2503		23.3758		20.1569		19.0318		15.698
1.472		8.81942		40.2503		23.3758		20.1568		19.032		15.6978
1.504		8.81942		40.2503		23.3753		20.1573		19.0322		15.6976
1.536		8.81942		40.2503		23.3758		20.1567		19.0319		15.6979
1.568		8.81942		40.2503		23.3753		20.1572		19.0321		15.6976
1.6		8.81942		40.2503		23.3753		20.1572		19.0322		15.6975
1.632		8.81942		40.2503		23.3757		20.1567		19.0318		15.698
1.664		8.81942		40.2503		23.3754		20.1571		19.0322		15.6975
1.696		8.81942		40.2503		23.3754		20.157		19.0321		15.6977
1.728		8.81942		40.2503		23.3759		20.1565		19.0315		15.6981
1.76		8.81942		40.2503		23.3752		20.1571		19.0323		15.6975
1.792		8.81942		40.2503		23.376		20.1565		19.0315		15.6982
1.824		8.81942		40.2503		23.3755		20.1569		19.032		15.6976
1.856		8.81942		40.2503		23.3758		20.1565		19.0316		15.6982
1.888		8.81942		40.2503		23.3755		20.1569		19.032		15.6977
1.92		8.81942		40.2503		23.3759		20.1565		19.0315		15.6982
1.952		8.76948		39.9925		28.7324		24.1804		22.2947		17.6485
1.984		8.72105		39.7346		24.0268		20.1802		19.1365		15.1796
2.016		8.67284		39.4883		23.5901		20.0909		19.0899		15.4809
2.048		8.62671		39.2419		23.4487		20.1383		19.061		15.6591
2.08		8.59172		39.0815		22.9639		18.7604		17.4855		15.2926
2.112		8.56902		38.9726		22.4111		18.829		17.8329		15.9307
2.144		8.55284		38.8981		22.6313		19.1944		18.1318		16.1857
2.176		8.54209		38.8523		22.9019		19.4581		18.3234		16.2406
2.208		8.53585		38.8122		23.0641		19.6241		18.4499		16.227
2.24		8.53059		38.795		23.2274		19.7281		18.5468		16.201
2.272		8.52787		38.7778		23.3468		19.7945		18.6153		16.1736
2.304		8.52597		38.7663		23.4305		19.8373		18.6628		16.1513
2.336		8.52429		38.7606		23.4879		19.8656		18.6953		16.1351
2.368		8.52335		38.7549		23.5264		19.8848		18.7172		16.1243
2.4		8.52333		38.7491		23.5518		19.8979		18.7316		16.1176
2.432		8.52267		38.7491		23.5683		19.9071		18.741		16.1137
2.464		8.52228		38.7491		23.5788		19.9137		18.747		16.1117
2.496		8.52217		38.7491		23.5854		19.9184		18.7508		16.1109
2.528		8.52249		38.7434		23.5894		19.9218		18.7531		16.1107
2.56		8.52243		38.7434		23.5918		19.9242		18.7545		16.1109
2.592		8.52227		38.7434		23.5931		19.926		18.7554		16.1112
2.624		8.52217		38.7434		23.5939		19.9273		18.7558		16.1115
2.656		8.5221		38.7434		23.5942		19.9283		18.756		16.1118
2.688		8.52245		38.7434		23.5944		19.929		18.7562		16.1121
2.72		8.52242		38.7434		23.5945		19.9295		18.7562		16.1122
2.752		8.5224		38.7434		23.5945		19.9299		18.7562		16.1123
2.784		8.52238		38.7434		23.5945		19.9302		18.7562		16.1123
2.816		8.52237		38.7434		23.5945		19.9304		18.7563		16.1122
2.848		8.52236		38.7434		23.5945		19.9306		18.7563		16.112
2.88		8.52236		38.7434		23.5945		19.9307		18.7563		16.1119
2.912		8.52235		38.7434		23.5946		19.9308		18.7563		16.1116
2.944		8.52235		38.7434		23.5946		19.9309		18.7563		16.1114
2.976		8.52235		38.7434		23.5947		19.931		18.7564		16.1111
3.008		8.52235		38.7434		23.5948		19.9311		18.7564		16.1108
3.04		8.52235		38.7434		23.5948		19.9311		18.7565		16.1105
3.072		8.52235		38.7434		23.5949		19.9312		18.7566		16.1102
3.104		8.52235		38.7434		23.595		19.9312		18.7566		16.1099
3.136		8.52235		38.7434		23.5951		19.9313		18.7567		16.1095
3.168		8.52235		38.7434		23.5952		19.9313		18.7568		16.1092
3.2		8.52235		38.7434		23.5953		19.9314		18.7568		16.1088
3.232		8.52235		38.7434		23.5954		19.9314		18.7569		16.1085
3.264		8.52235		38.7434		23.5955		19.9315		18.757		16.1081
3.296		8.52235		38.7434		23.5956		19.9316		18.7571		16.1078
3.328		8.52235		38.7434		23.5957		19.9316		18.7572		16.1075
3.36		8.52235		38.7434		23.5958		19.9318		18.7572		16.1073
3.392		8.52235		38.7434		23.5959		19.9319		18.7573		16.1069
3.424		8.52235		38.7434		23.596		19.932		18.7574		16.1065
3.456		8.52235		38.7434		23.5961		19.932		18.7575		16.1062
3.488		8.52235		38.7434		23.5962		19.9321		18.7576		16.1058
3.52		8.52218		38.7434		23.5963		19.9322		18.7577		16.1055
3.552		8.52218		38.7434		23.5964		19.9322		18.7578		16.1051
3.584		8.52218		38.7434		23.5965		19.9323		18.7579		16.1047
3.616		8.52218		38.7434		23.5966		19.9324		18.7579		16.1044
3.648		8.52218		38.7434		23.5967		19.9324		18.758		16.104
3.68		8.52218		38.7434		23.5968		19.9325		18.7581		16.1036
3.712		8.52218		38.7434		23.5969		19.9326		18.7582		16.1033
3.744		8.52218		38.7434		23.597		19.9327		18.7583		16.1029
3.776		8.52218		38.7434		23.5971		19.9327		18.7584		16.1025
3.808		8.52218		38.7434		23.5972		19.9328		18.7585		16.1022
3.84		8.52218		38.7434		23.5973		19.9329		18.7586		16.1018
3.872		8.52218		38.7434		23.5974		19.9329		18.7587		16.1014
3.904		8.52214		38.7491		21.5794		21.0222		15.8352		16.0736
3.936		8.51936		38.7663		23.4489		17.6555		17.6055		16.0107
3.968		8.51755		38.7663		18.6605		17.8997		17.5201		14.46
4		8.5155		38.7721		20.2725		18.6517		15.6071		14.5362
4.032		8.5147		38.7721		21.1824		20.0324		15.8125		15.6245
4.064		8.5139		38.7721		22.8757		20.8871		16.9317		16.2713
4.096		8.51307		38.7778		17.9107		16.5354		17.3441		15.5292
4.128		8.51308		38.7778		19.8501		18.2904		14.5713		14.2776
4.16		8.51393		38.7721		21.3726		19.298		16.0062		14.7588
4.192		8.51394		38.7721		22.933		20.4431		16.9176		15.7326
4.224		8.51395		38.7721		23.7574		16.4909		18.1447		16.5432
4.256		8.51335		38.7778		19.3889		17.8511		18.6725		14.2139
4.288		8.51336		38.7778		21.1001		18.8277		16.2676		14.6859
4.32		8.51421		38.7721		22.6492		20.112		16.807		15.521
4.352		8.51379		38.7778		23.5109		16.0501		17.9158		16.2392
4.384		8.51379		38.7778		19.1028		17.7065		18.3674		14.1222
4.416		8.5138		38.7778		20.8661		18.6643		16.1097		14.5518
4.448		8.51465		38.7721		22.3524		19.8744		16.6081		15.3238
4.48		8.51382		38.7778		23.2591		15.6419		17.6719		15.9567
4.512		8.51383		38.7778		18.7499		17.4607		18.0637		14.0328
4.544		8.51384		38.7778		20.6252		18.499		15.8925		14.4272
4.576		8.51368		38.7778		22.0659		19.6449		16.418		15.1336
4.608		8.51412		38.7721		23.5145		20.9612		17.3568		16.2655
4.64		8.51387		38.7778		18.4318		16.5026		17.4989		13.7242
4.672		8.51331		38.7778		20.3811		18.3252		15.6518		14.2997
4.704		8.51415		38.7721		21.7813		19.4204		16.2468		14.9547
4.736		8.51416		38.7721		23.2914		20.6751		17.1487		16.013
4.768		8.51333		38.7778		18.0451		16.5095		17.536		17.226
4.8		8.51334		38.7778		19.9193		18.1912		14.6436		14.3991
4.832		8.51378		38.7721		21.4792		19.2452		16.0215		14.8061
4.864		8.51379		38.7721		23.0444		20.4098		16.9247		15.7745
4.896		8.5142		38.7721		23.8618		16.3937		18.159		16.5818
4.928		8.51321		38.7778		19.4782		17.8148		18.6986		14.2658
4.96		8.51322		38.7778		21.1958		18.796		16.2563		14.7378
4.992		8.51406		38.7721		22.7595		20.0844		16.807		15.5698
5.024		8.51364		38.7778		23.6128		15.9922		17.9271		16.2848
5.056		8.51365		38.7778		19.2202		17.6788		18.3947		14.1703
5.088		8.51366		38.7778		20.9626		18.6289		16.1106		14.5984
5.12		8.5145		38.7721		22.4598		19.8408		16.6054		15.3684
5.152		8.51367		38.7778		23.3574		15.598		17.6797		15.9997
5.184		8.51368		38.7778		18.8766		17.4343		18.0882		14.0794
5.216		8.51369		38.7778		20.7204		18.4623		15.9081		14.4749
5.248		8.51454		38.7721		22.17		19.6098		16.4151		15.1797
5.28		8.51455		38.7721		23.6113		20.9273		17.3637		16.3104
5.312		8.51372		38.7778		18.5618		16.4696		17.5223		13.7653
5.344		8.51456		38.7721		20.4706		18.2834		15.6618		14.3423
5.376		8.514		38.7721		21.8796		19.3797		16.2365		14.9968
5.408		8.51485		38.7663		23.3808		20.6365		17.1485		16.0534
5.44		8.51318		38.7778		18.1712		16.4753		17.5528		17.2665
5.472		8.51319		38.7778		20.0045		18.1464		14.6662		14.4421
5.504		8.51404		38.7721		21.5715		19.2023		16.0084		14.8481
5.536		8.51405		38.7721		23.1415		20.371		16.9213		15.8142
5.568		8.51406		38.7721		23.9618		16.3574		18.1675		16.6231
5.6		8.51346		38.7778		19.6117		17.7697		18.725		14.3006
5.632		8.51431		38.7721		21.2873		18.7505		16.236		14.7723
5.664		8.51432		38.7721		22.8628		20.0421		16.7987		15.6045
5.696		8.51433		38.7721		23.7069		15.9532		17.9292		16.321
5.728		8.5135		38.7778		19.3501		17.6391		18.4143		14.2053
5.76		8.51351		38.7778		21.0483		18.5842		16.0874		14.6333
5.792		8.51435		38.7721		22.5566		19.7993		16.5948		15.4036
5.824		8.51436		38.7721		23.4483		15.5595		17.6797		16.0368
5.856		8.51353		38.7778		19.0041		17.4007		18.1055		14.1155
5.888		8.51354		38.7778		20.8066		18.4172		15.913		14.5122
5.92		8.51439		38.7721		22.2641		19.5668		16.4043		15.2159
5.952		8.5144		38.7721		23.6984		20.8854		17.3618		16.347
5.984		8.5144		38.7721		18.6859		16.4346		17.5373		13.8038
6.016		8.51441		38.7721		20.555		18.2409		15.6676		14.3827
6.048		8.51426		38.7721		21.9721		19.3393		16.2257		15.0365
6.08		8.5147		38.7663		23.4671		20.5978		17.1472		16.0928
6.112		8.51303		38.7778		18.295		16.4428		17.5682		17.3065
6.144		8.51304		38.7778		20.0881		18.1037		14.6874		14.4855
